frame_id,left_detected,right_detected,left_conf,right_conf,lat_offset_m
0,1,1,0.868455980159101,0.8882284159369596,0.030089448177864478
1,0,1,0.5696215231730488,0.6508790336167365,0.030089448177864478
2,0,0,0.45663912784906524,0.5763801704419322,0.030089448177864478
3,0,0,0.5841166556977015,0.5677883072089891,0.030089448177864478
4,0,0,0.5674637762595978,0.4787139607322479,0.030089448177864478
5,0,0,0.5596475173430426,0.5207252661847814,0.030089448177864478
6,0,0,0.5714506035253648,0.5163084201950808,0.030089448177864478
7,1,0,0.7174317298345644,0.4314981897126174,0.030089448177864478
8,0,0,0.5388807349789835,0.5577108101049228,0.030089448177864478
9,0,0,0.5777296464003743,0.5833594536576356,0.030089448177864478
10,0,1,0.5794192861537928,0.6028480859455748,0.030089448177864478
11,0,0,0.594425384626715,0.5995106404811887,0.030089448177864478
12,0,1,0.5768044439413206,0.7976018863597454,0.030089448177864478
13,0,1,0.5801586538029975,0.7523402115600379,0.030089448177864478
14,1,1,0.6024771145014025,0.8651161506031175,0.004070119087513352
15,0,0,0.5973891661745347,0.5687520796313686,0.004070119087513352
16,0,0,0.5852776556479522,0.5625222713672335,0.004070119087513352
17,0,0,0.5786509949979693,0.5340107230450427,0.004070119087513352
18,0,1,0.5828750502212445,0.6188345964792965,0.004070119087513352
19,0,0,0.580466402244624,0.4741840766188809,0.004070119087513352
20,0,1,0.5783706468997767,0.7902905260304094,0.004070119087513352
21,0,0,0.4381835444851346,0.5645745680681846,0.004070119087513352
22,0,0,0.581144661741696,0.5970501794927634,0.004070119087513352
23,0,1,0.5774653608340186,0.6043653376871645,0.004070119087513352
24,0,0,0.5752625583230833,0.5956741572029747,0.004070119087513352
25,0,1,0.575536503023638,0.8055957884310913,-0.008606617427496044
26,0,1,0.5778523000161065,0.895391798829462,-0.015246601519285573
27,0,1,0.5983688047966071,0.7279823618052119,-0.015246601519285573
28,0,0,0.585742825836173,0.5817846738194119,-0.015246601519285573
29,0,0,0.5726675085862825,0.545977118029287,-0.015246601519285573
