frame_id,left_detected,right_detected,left_conf,right_conf,lat_offset_m
0,1,0,0.7412874033883727,0.0,0.0
1,0,0,0.5144019822760877,0.0,0.0
2,0,0,0.5115078760475767,0.0,0.0
3,0,0,0.45823407281329676,0.0,0.0
4,0,0,0.447205958517528,0.0,0.0
5,0,0,0.40499594083247015,0.0,0.0
6,0,0,0.39840000000000003,0.0,0.0
7,0,0,0.0,0.0,0.0
8,0,0,0.3994666666662055,0.0,0.0
9,0,0,0.40186666666662063,0.0,0.0
10,0,0,0.4018666666666333,0.0,0.0
11,0,0,0.4061723014740788,0.0,0.0
12,0,0,0.0,0.0,0.0
13,0,0,0.0,0.0,0.0
14,0,0,0.0,0.0,0.0
15,0,0,0.0,0.0,0.0
16,0,0,0.0,0.0,0.0
17,0,0,0.0,0.0,0.0
18,0,0,0.0,0.0,0.0
19,0,0,0.0,0.0,0.0
20,0,0,0.0,0.0,0.0
21,0,0,0.0,0.0,0.0
22,0,0,0.0,0.0,0.0
23,0,0,0.0,0.0,0.0
24,0,0,0.0,0.0,0.0
25,0,0,0.0,0.0,0.0
26,0,0,0.0,0.0,0.0
27,0,0,0.0,0.0,0.0
28,0,0,0.4030857142856723,0.0,0.0
29,0,0,0.40186666666653825,0.0,0.0
30,0,1,0.0,0.6024,0.9872627016051209
31,0,0,0.0,0.5680858893027315,0.9733877021956514
32,0,0,0.0,0.0,0.9733877021956514
33,0,0,0.0,0.0,0.9733877021956514
34,0,0,0.0,0.0,0.9733877021956514
35,0,0,0.0,0.0,0.9733877021956514
36,0,0,0.0,0.0,0.9733877021956514
37,0,0,0.0,0.0,0.9733877021956514
38,0,0,0.0,0.0,0.9733877021956514
39,0,0,0.0,0.0,0.9733877021956514
40,0,0,0.0,0.0,0.9733877021956514
41,0,0,0.0,0.0,0.9733877021956514
42,0,0,0.401866666666638,0.0,1.0740338911921754
43,0,0,0.0,0.0,1.0740338911921754
44,0,0,0.0,0.0,1.0740338911921754
45,0,0,0.0,0.0,1.0740338911921754
46,0,0,0.0,0.0,1.0740338911921754
47,0,0,0.0,0.0,1.0740338911921754
48,0,0,0.0,0.0,1.0740338911921754
49,0,0,0.0,0.0,1.0740338911921754
50,0,0,0.0,0.0,1.0740338911921754
51,0,0,0.0,0.0,1.0740338911921754
52,0,0,0.0,0.4030857142857006,0.7701713919207415
53,0,0,0.0,0.4032,0.5087069279827698
54,0,0,0.0,0.4032,0.2852460885100815
55,0,0,0.0,0.0,0.2852460885100815
56,0,0,0.0,0.0,0.2852460885100815
57,0,0,0.0,0.0,0.2852460885100815
58,0,0,0.0,0.0,0.2852460885100815
59,0,0,0.0,0.0,0.2852460885100815
60,0,0,0.0,0.0,0.2852460885100815
61,0,0,0.401866666666662,0.0,0.16382699233511328
62,0,0,0.40426666666665895,0.0,0.09944791070089726
63,0,0,0.40666674268619474,0.0,10.769212997050312
64,0,0,0.40975533980583234,0.0,-2.69928147048368
65,0,0,0.4177838055320708,0.0,-2.492483107107262
66,0,0,0.4203418830464679,0.0,-1.683931002435767
67,0,0,0.0,0.0,-1.683931002435767
68,0,0,0.0,0.0,-1.683931002435767
69,0,0,0.0,0.0,-1.683931002435767
70,0,0,0.0,0.0,-1.683931002435767
71,0,0,0.0,0.0,-1.683931002435767
72,0,0,0.0,0.0,-1.683931002435767
73,0,0,0.0,0.0,-1.683931002435767
74,0,0,0.0,0.0,-1.683931002435767
75,0,0,0.0,0.0,-1.683931002435767
76,0,0,0.0,0.0,-1.683931002435767
77,0,0,0.0,0.0,-1.683931002435767
78,0,0,0.0,0.0,-1.683931002435767
79,0,0,0.0,0.0,-1.683931002435767
80,0,0,0.0,0.0,-1.683931002435767
81,0,0,0.0,0.0,-1.683931002435767
82,0,0,0.0,0.0,-1.683931002435767
83,0,0,0.0,0.0,-1.683931002435767
84,0,0,0.0,0.0,-1.683931002435767
85,0,0,0.40664996349832094,0.404,-1.4129550366175254
86,0,0,0.4018666666666034,0.3900595744680853,-1.238751049494066
87,0,0,0.40954855425546605,0.393222442541876,-2.450936812029874
88,0,0,0.4193726501526977,0.4193726501526977,-1.695024533266736
89,0,0,0.42742602191582635,0.42742602191582635,-1.0633673837276076
90,0,0,0.41447986110581825,0.0,-0.6837607052067763
91,0,0,0.0,0.4018666666666622,-0.4176231213573829
92,0,0,0.0,0.0,-0.4176231213573829
93,0,0,0.0,0.4061723014740521,-0.3653827251491247
94,0,0,0.0,0.0,-0.3653827251491247
95,0,0,0.0,0.0,-0.3653827251491247
96,0,0,0.0,0.0,-0.3653827251491247
97,0,0,0.0,0.0,-0.3653827251491247
98,0,0,0.0,0.0,-0.3653827251491247
99,0,0,0.0,0.0,-0.3653827251491247
100,0,0,0.0,0.4033515665112044,-0.7883560725151924
101,0,0,0.0,0.5479468957392222,-1.079872190037573
102,0,1,0.0,0.6000159494138674,-1.2813129524705702
103,0,1,0.0,0.7468793630281454,-1.4202467045257252
104,0,1,0.0,0.7649565314326401,-1.5154624918510227
105,0,1,0.0,0.7866410300023745,-1.5799516395234257
106,0,1,0.0,0.786307924760162,-1.6226711333406363
107,0,1,0.0,0.7860590975886101,-1.6498836984980463
108,0,1,0.0,0.7867615106707432,-1.6666702223197747
109,0,1,0.0,0.7867460335019234,-1.6692973702511789
110,0,1,0.0,0.7871212281719181,-1.675229734643591
111,0,1,0.0,0.7873344320808258,-1.6773692561110114
112,0,1,0.0,0.7874638989796638,-1.6692336940605121
113,0,1,0.0,0.7860998337479053,-1.6703257689697153
114,0,1,0.0,0.7830462385581324,-1.6725088484865558
115,0,1,0.0,0.776881258075706,-1.6740066715379927
116,0,1,0.0,0.8647675668445016,-1.678060489633384
117,0,1,0.0,0.7394378767868369,-1.686589737278858
118,0,1,0.0,0.8438809114033222,-1.6922860073649242
119,0,1,0.0,0.7685109440582547,-1.6986887212839858
120,0,1,0.0,0.9098584404287524,-1.7037675899331333
121,0,1,0.0,0.915703308603005,-1.7079790118211837
122,0,1,0.0,0.7556330097913979,-1.7096323196380616
123,0,1,0.0,0.7168756499867632,-1.7113389491490865
124,0,1,0.0,0.7369524747215089,-1.7120564312800592
125,0,1,0.0,0.6996014007351088,-1.7122970925565688
126,0,1,0.0,0.6799660348040193,-1.7079201570875746
127,0,1,0.0,0.6767152009874026,-1.7006757567777295
128,0,1,0.0,0.6785941611865636,-1.688883108115107
129,0,1,0.0,0.6756965560713998,-1.6824397579341959
130,0,1,0.0,0.6890791225040209,-1.664772465575482
131,0,1,0.0,0.7367889481840937,-1.655652492265209
132,0,1,0.0,0.8666471396155926,-1.652977202902639
133,0,1,0.0,0.8772891572415008,-1.6483948669927082
134,0,1,0.0,0.8704849012360126,-1.6447662319123733
135,0,1,0.0,0.8782033732440965,-1.6404469310419698
136,0,1,0.0,0.7703283963818583,-1.6252401008117074
137,0,1,0.0,0.835307698738008,-1.6274054060551983
138,0,1,0.0,0.8664685856220141,-1.6283756371910563
139,0,1,0.0,0.8645757319315976,-1.629314120317079
140,0,1,0.0,0.8623047854635667,-1.6312051337193971
141,0,1,0.0,0.8511146537530883,-1.6329151271699205
142,0,1,0.0,0.8589372325580966,-1.632375247334308
143,0,1,0.0,0.8629249724565915,-1.6345574283771365
144,0,1,0.0,0.8662974164509714,-1.6348557580528829
145,0,1,0.0,0.8713719665641413,-1.6359271795720043
146,0,1,0.0,0.7574762501320629,-1.6235247587099473
147,0,1,0.0,0.7905634840204937,-1.614355437637172
148,0,1,0.0,0.7750788842664809,-1.6151424065635893
149,0,1,0.0,0.8007940881550167,-1.6253733874605054
150,0,1,0.0,0.8071838057020808,-1.6321974612314214
151,0,1,0.0,0.8652712359624007,-1.6376819986749183
152,0,1,0.0,0.8434500037133851,-1.6431715805180271
